sha,date,tier,area,files,status,note,subject
046904e127,2026-07-17,D,lua,4,,,Combat: Skip SDT checks on absorb
0b4582d766,2026-07-17,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",Correct animation ID for Steaming Rage / Feather Barrier
19d90155e4,2026-07-17,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Kamlanaut aggro range fix
23de6a3232,2026-07-17,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Sandy 6-2 Aggro Fixes
24956c5512,2026-07-17,D,lua+sql,17,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Update Dynamis Lord
56ec99819c,2026-07-17,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Sandy 8-2 Fixes
69e0e8f91a,2026-07-17,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Sandy 6-1 Key Item Fix
78a2a023dc,2026-07-17,D,sql,1,,,"[sql] Set Raptor's Food npcs to ROV, hide from widescan"
7a7126ae11,2026-07-17,D,lua,1,,,[lua] Habetrot qm respawn 15 mins
8df1f04d8a,2026-07-17,D,lua,3,,,[lua] Add Bartabaq outpost vendor
945246f166,2026-07-17,C,cpp,5,conflict,does not apply cleanly onto 9e6f10c2fb,Fix ghost item in ammo slot
a306f81ecb,2026-07-17,D,lua,2,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Handle onEventUpdate for Manaclipper ticket seller
a5c6d4609a,2026-07-17,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,mob pos fixes
c9624e4107,2026-07-17,D,sql,1,,,[sql] Start Mjoll's Goods door in closed state
d74530918e,2026-07-17,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,"[core] Spawn, but hide content tagged NPCs"
da420bb080,2026-07-17,D,lua,2,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=yes,[lua] NPC Tswe Panipahr (Manaclipper) cleanup
ebbb161b59,2026-07-17,D,lua,1,,,[lua] Stardust quest repeatable mustZone
f47090c1de,2026-07-17,C,lua+sql,12,content-queued,see content_queue.csv; new_text_keys=30; applies_clean=no,Barge fixes and NM Adjustments
0cb2ac1a9d,2026-07-18,D,cpp,2,,,Core: Only make 1 SQL query when loading a char
0d8a97fd87,2026-07-18,D,cpp,1,,,Harden charselect reply write and reject 0.0.0.0 map address
1903632d0c,2026-07-18,D,mod,1,,,NIN DRG SAM quest era module
225666dd27,2026-07-18,D,tools,1,,,dbtool: Support local network from ip menu
2de771d590,2026-07-18,D,lua+mod,3,,,"Globalize bestowSignet, add Era module"
313267e3ce,2026-07-18,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix H2H rendering with weapon-less lockstyle
37b29bc3bd,2026-07-18,D,cpp,4,,,Map: Move socket recv/send to own thread
38281155c2,2026-07-18,D,sql,2,,,[sql] Sabertooth Tiger meat steal tables
3891fe732f,2026-07-18,D,lua,3,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=yes,Adjust Locker lease when switching access
42faedde8a,2026-07-18,D,cpp,2,,,Core: Various Windows tweaks to performance
43a28cce91,2026-07-18,D,cpp,1,,,Chore: Change stats reporting ordering
47a5ef3d18,2026-07-18,D,cfg+cpp,2,,,Era Experience points setting
649497138d,2026-07-18,D,other,3,,,Ext: Vendor SPSCQueue
6a37270c8c,2026-07-18,D,cpp+lua,2,,,"[C++,lua] Critical hit hooks for ranged and BLU"
6fe9908423,2026-07-18,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix checkPetCommand
751ff95f45,2026-07-18,D,lua+sql,6,,,SAM unlock Quest and NMs audit
7d562e4853,2026-07-18,D,cpp,1,,,Chore: Use Fn in socket.h
88015eba58,2026-07-18,D,cpp+lua,6,,,Set high bit on daily guild close to suppress message
ab3027f9af,2026-07-18,D,cpp,1,,,Raise open-file soft limit to the hard limit
ad8bd1d4e6,2026-07-18,D,cpp,4,,,Core: Add Box alias for unique_ptr
aea694ad15,2026-07-18,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix session hash collision for concurrent same-IP logins
bcea01506a,2026-07-18,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",Fix Gold Musketeer's Ring and Diabolos's Torque latents.
bdf6c93ddd,2026-07-18,D,mod,1,,,Era Gobbiebag Fame Requirements
bf1e02b524,2026-07-18,C,lua+sql,5,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Olla Pequena/Media/Grande
c26b659858,2026-07-18,D,cpp,2,,,Chore: Link winmm in StandardProjectSettings
c3d8bdf265,2026-07-18,C,sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix some content tags and mob spawn points
d895ca21e9,2026-07-18,D,lua,2,,,DRG Unlock Quest Audits
da0bcd135c,2026-07-18,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Laughing Bison animation for the sign
db1dc709a1,2026-07-18,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Ding Bat POS Fix
dc72a83fd3,2026-07-18,D,lua+sql,5,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,NIN Unlock Quest Audits
e1746ea400,2026-07-18,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Fradubio (NM) pets despawn on death
e6a7ae498f,2026-07-18,D,tools,1,,,dbtool: Add WinDefender exclusions task
e71825e0d3,2026-07-18,D,cpp,1,,,Retrieve zone musics as uint16
f83a9fe146,2026-07-18,D,lua,31,,,"[lua] Nokkhi Jinjahl quiver npc enums, item luas"
ffa7af13af,2026-07-18,D,sql,1,,,Adjust Charybdis' job to Warrior
006e618d06,2026-07-19,D,lua,28,,,Chore: Rename WOTG Nation Quests
092083b041,2026-07-19,D,lua,1,,,Quests: Add trade reminders for WOTG-WIN-3
0b4532b693,2026-07-19,D,lua,6,,,Quests: Quick port of WOTG-WIN-03 to IF
11cca488bb,2026-07-19,D,other,3,,,Chore: Un-vendor backward-cpp
1a0e12ffb4,2026-07-19,A,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,Core: Mark hang and crash as NOINLINE
223dfdd52b,2026-07-19,D,cpp,7,,,Core: Add more info to tombstones
2771b87b22,2026-07-19,D,cpp,7,,,Core: Add debug core dump hints
2fbf2296df,2026-07-19,A,cpp,4,conflict,does not apply cleanly onto 9e6f10c2fb,Core: Crash directly in Watchdog instead of throwing
427fe14b37,2026-07-19,D,sql,1,,,[sql] Treasure casket default status adjustment
49e5bb54dd,2026-07-19,D,cpp,1,,,Don't allow Harvests into Locked Mog Safe 2
4a24574c54,2026-07-19,D,lua,1,,,Colosseum gate NPCs default actions
4c6d16541a,2026-07-19,D,cpp+lua+sql,14,,,Add Gravity resistance rank
4d5ce01669,2026-07-19,D,cpp,10,,,Core: Use cpptrace for tombstone generation
536bff167d,2026-07-19,C,lua+mod,3,candidate,"applies cleanly, not yet built or reviewed",Fix Marksmanship Module Aftermaths
55e46cb4a0,2026-07-19,D,lua,9,,,Implement Merry Map Markers
6e10cb2202,2026-07-19,D,cpp,3,,,Chore: Un-vendor Wheaty
7a60bf8cab,2026-07-19,D,lua+sql,2,,,Adjust Byakko res and stats
7bc23f138d,2026-07-19,D,other,1,,,[ci] Only update homebrew once per workflow run
7c809f6d26,2026-07-19,C,cpp+lua+sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Escape Zone Masks / Update Can't Escape Msg.
802822f4cd,2026-07-19,D,cpp+mod,3,,,Remove Skillchain Resistance Rank Reduction
9c229e0e10,2026-07-19,D,cpp,2,,,Core: Improve tombstone reports on Mac
9f0ecf54bd,2026-07-19,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Quests: Fix WOTG-WIN-1 reminder text
a797a734ae,2026-07-19,C,lua,10,conflict,does not apply cleanly onto 9e6f10c2fb,Gigas BST Fixes
ba0769e253,2026-07-19,D,lua,5,,,Introduce `npcUtil.tradeMatches()` and apply usage to some missions
bd4fd739f9,2026-07-19,D,other,6,,,Chore: Un-vendor wepoll
be4a712ce7,2026-07-19,D,lua,1,,,Adjust Default Mog Locker State
bfbd36d127,2026-07-19,D,cfg+lua,2,,,[lua] Add forced gathering wait server setting
c934bc39ef,2026-07-19,D,cpp+lua,7,,,Disable sleeping empty zones
caefc4b3c3,2026-07-19,D,lua,1,,,Quests: Add tests for WOTG-SAN-01 and 02
dc3f4b9cb5,2026-07-19,D,lua,3,,,Quests: First pass of WOTG nation quests intro tests
ddeabc42dc,2026-07-19,D,cpp,7,,,Core: Get other-thread traces in tombstone
ea60e3dacd,2026-07-19,D,other,2,,,CMake: Add cpptrace dep
eaefcc5700,2026-07-19,D,cpp,1,,,Grid scheduling
f8331b60b8,2026-07-19,D,other,1,,,CMake: Pass XI_BUILD_TYPE into build
f89cd10a2f,2026-07-19,D,lua,30,,,Quests: Tidy headers of WOTG nation quests
0bc89e1adf,2026-07-20,D,other,1,,,Clang: -Wno-nontrivial-memcall
0ce919df73,2026-07-20,D,cpp,5,,,Core: Report CMAKE_BUILD_TYPE on startup
1120c0e30d,2026-07-20,D,cpp,2,,,Allow looking up instances by run ID
14639e79e2,2026-07-20,D,cpp+lua,5,,,Restrict Sanction/Sigil food bonus to relevant regions
1615216fe0,2026-07-20,D,cpp,1,,,Chore: Suppress warnings on XI_STRINGIFY
178b4cef5f,2026-07-20,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix Reward Mobskill Case
2624e7e39b,2026-07-20,A,cpp,1,blocked-infra,needs upstream EntityID_t::resolve<T>(); ours is a plain POD,Fix UAF with captured pointers in several bindings
269f55a403,2026-07-20,D,cpp,7,,,BattleEntity stores EntityID_t instead of targid
28ff08be9c,2026-07-20,D,other,5,,,CI: Add libdwarf dependency
2e57e05400,2026-07-20,D,cpp,2,,,Cancel item use on job change
3cc2ac4ca0,2026-07-20,D,cpp,6,,,EntityID_t stores more information for accurate lookups
41cfd0bad3,2026-07-20,D,cpp,6,,,Core: Clean up Win-only defines
459b4d4622,2026-07-20,C,cpp,3,conflict,does not apply cleanly onto 9e6f10c2fb,Debug: Fix const-ness of raw_trace.resolve()
498009c347,2026-07-20,D,lua,1,,,Give Icarus Wing Store TP scaling
5a799eee71,2026-07-20,D,lua,1,,,Update Bane to use effect:addMod
6214f806ab,2026-07-20,D,other,1,,,CMake: Use libdwarf for symbols on Linux
6fd2f8a4e6,2026-07-20,D,lua,1,,,[lua] Restrict kill types for Chaosbringer
89a9e108fb,2026-07-20,D,lua+sql,12,,,Implement Cerberus Mechanics
9328afd31e,2026-07-20,D,sql,1,,,Cotton Tofu sell price
984bd8bb6b,2026-07-20,D,cpp,2,,,Stamp all entities with an auto-incrementing ID
998fc80d00,2026-07-20,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",Fix incorrect ToAU mission 11 to 12 wait and timer
ab366144c6,2026-07-20,D,cfg+cpp,6,,,Core: Make core dumps opt-in
b09c3f4b5f,2026-07-20,D,lua,1,,,[lua] Remove Hit Interrupt For Ranged Mobskills
b5e626a6ad,2026-07-20,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Correct Rock Bottom trade requirements
bc1124be15,2026-07-20,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua] Mom the Adventurer - fix Daughter repeat, Parnika text"
be85f0cb0e,2026-07-20,D,lua,33,,,Audit and destroy all mission uses of `npcUtil.tradeHasExactly()`
cd345bb401,2026-07-20,D,lua+sql,4,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[sql][lua] Rename event Raminel to avoid onSpawn
e81dd98d9b,2026-07-20,D,lua,3,,,Rename flask of vitriol
f6e8650d0a,2026-07-20,D,cpp,4,,,Stamp instances with a unique auto-incrementing ID
facb3dcc8d,2026-07-20,D,other,1,,,CMake: CMAKE_CXX_SCAN_FOR_MODULES: OFF
fbe9e8aeb0,2026-07-20,D,lua+mod,2,,,Move Atonment Clamp
06912e4f7d,2026-07-21,D,cpp,1,,,Update LoadPet with frame check
1c87b55496,2026-07-21,D,lua,2,,,[lua] Allow Mobmod Commands To Be Used On Pets
1d23cc717c,2026-07-21,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Moment of Truth battlefield win event fix
1efa97c7a0,2026-07-21,C,lua+sql,4,conflict,does not apply cleanly onto 9e6f10c2fb,Citipati and Xol Fixes
34e85e3cd8,2026-07-21,D,lua,1,,,[lua] Give Dainslaif it's proper dINT rate scaling
43ceff0c43,2026-07-21,D,cpp+lua,33,,,Port MobMod to YAML based enum
524b18daa4,2026-07-21,D,sql,2,,,[sql] Bat/Funguar Aggro/Link Behavior Adjustments
555a4d283a,2026-07-21,D,cpp+lua,125,skip-large,"125 files, structural",Port Animation to YAML based enum
5c37dae39b,2026-07-21,D,lua,1,,,[lua] Add linear scaling function for add effect dStat
5c5a068c8e,2026-07-21,D,cpp,1,,,[C++]  Remove NavMesh snap on zone transition
5ed8e5c3a6,2026-07-21,D,cpp,2,,,Core: Don't use ptrace to detect debugger
6b5fffdcdc,2026-07-21,C,sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] Assorted Link / Aggro fixes
7c5abe3063,2026-07-21,D,cpp+lua,9,,,Don't auto-HP warping dead players
81a40e08bf,2026-07-21,D,other,1,,,CI: Add PkgConfig to docker
a7c5bb7bd9,2026-07-21,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Ghatsad frame/head level requirement fix
a89516e32d,2026-07-21,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix Shrine of RuAvitau teleporters
ab25cd14bc,2026-07-21,D,lua,2,,,Skip teleport if dead
b96d447f73,2026-07-21,D,lua+sql,2,,,[lua] [sql] Implement Bloodsword add effect
bfe36cbc2e,2026-07-21,D,mod,1,,,Add trailing newline
c3ea6ded20,2026-07-21,D,cfg+cpp,3,,,Adjust Ranged Attack State Delays
d2164ed20c,2026-07-21,C,lua,3,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,[lua] Clamming fixes; Remove KI on zone-out; Increase point cooldown (#10837)
de12fa1a7f,2026-07-21,D,cpp+lua,5,,,Only reset TP on legitimate swaps
e4849671ea,2026-07-21,D,lua,3,,,"Ensure Cerberus isnt moving before executing ""Roar"" and mobskill logic"
e62d5a1479,2026-07-21,D,mod,1,,,Restore era JP midnight wait on Missionary Man
fbf353f549,2026-07-21,D,lua+sql,6,,,[lua][sql] Update break on mobs
0624f1dc53,2026-07-22,D,sql,2,,,[sql] Mamook aggro/link audit
13f4387512,2026-07-22,D,other,1,,,"[docker,alpine] Use ninja-build instead of samurai"
1e11440a8c,2026-07-22,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fix attack timer skipping the tick it swings on
3af1f2bbb8,2026-07-22,D,lua,53,skip-large,"53 files, structural",Audit Bastok quest trades
4640ec544c,2026-07-22,D,cpp,28,,,Clean up state files const/style
87d15607e8,2026-07-22,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] Fix Synthesis Support subPower
a22230633f,2026-07-22,D,sql,1,,,[sql] Audit some synthesis content tags (601-650)
b6376ecba8,2026-07-22,D,cpp,7,,,Add EntityID_t overloads for target validation
c01bd24694,2026-07-22,D,cpp,3,,,lastAttackerId converted to EntityID_t
c71acba110,2026-07-22,D,lua,2,,,Add real clamming loot tables
c740923f20,2026-07-22,D,lua,1,,,[lua] Add in the minimum value to the linear add effect rate calc
d94defb80f,2026-07-22,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[cpp] Fixes broken linkshell query
e2b53585dd,2026-07-22,D,cpp+lua,67,skip-large,"67 files, structural",Port Mod to YAML based enum
f02198e629,2026-07-22,D,cpp,2,,,CMobEntity::getMobMod const
f3a119d497,2026-07-22,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Magic: fix instrument check
f9f3d2bbd3,2026-07-22,D,cpp+lua,14,,,Remove legacy Stoneskin power tracking method
fade5f22b8,2026-07-22,D,sql,1,,,[sql] BhoWho Warmonger add aggro
28440aee7e,2026-07-23,D,lua+sql,22,content-queued,see content_queue.csv; new_text_keys=12; applies_clean=no,Sandy 9-1 and 9-2 audits
29492c00c7,2026-07-23,C,lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,[test] Fix flaky battle2 Clipper and gardening mog safe tests
4485b10936,2026-07-23,D,lua,13,,,[lua] Add Shadowreign support to An Explorer's Footsteps
46c8fca5f7,2026-07-23,D,cpp+lua,2,,,[C++][lua] Conquest: Set rank of ties for first to lower value
46d84c32e3,2026-07-23,D,cpp,10,,,Support retrying individual tests on failure
47453e4675,2026-07-23,D,cpp,2,,,Handle +Skill Latent Effects
7abc276d22,2026-07-23,D,lua,3,,,Promyvion Fight Requirements
7b7a990bc2,2026-07-23,C,lua+sql,4,conflict,does not apply cleanly onto 9e6f10c2fb,Shadow Lord Bug Fixes
7dc84274e4,2026-07-23,D,cpp+lua,10,,,Filter certain traits on monsters
bf4953b6ee,2026-07-23,C,lua,10,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,Clean Up / Fix RSE Sachet NM Code
d018fd3594,2026-07-23,C,cpp+lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,"[test] Fix flaky effect flag and soultrapper tests, reset weather"
d892d5eeaa,2026-07-23,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] Fix Mokop-Sankop animation in Windurst
e0742659d6,2026-07-23,C,sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] EF - NM flags plus delay and skill list fixes
053b1f700a,2026-07-24,D,cfg+cpp,3,,,Load rate limits from config
10ad3c8e77,2026-07-24,D,cpp,3,,,Feed EntityID_t to FaceTarget
1238aa094b,2026-07-24,D,cpp,17,,,Feed EntityID_t to Controller::Cast
1261f5feaf,2026-07-24,D,lua,1,,,[lua] Quest Say It With Flowers: Add title reward
14ea61834d,2026-07-24,D,cpp,12,,,Feed EntityID_t to Controller::RangedAttack
2af32e9865,2026-07-24,D,other,26,,,Reformat all YAML files with consistent style
480efca09a,2026-07-24,D,cpp,10,,,Feed EntityId to Controller::WeaponSkill
6c5ec5e6b7,2026-07-24,D,cpp,25,,,Rename EntityID_t to EntityId
7c1dd81f30,2026-07-24,D,cpp+lua,65,skip-large,"65 files, structural",Port Job to YAML based enum
847657cbbf,2026-07-24,D,other,1,,,Enforce LF for YAML
8cacc78ed1,2026-07-24,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",[sql] Fix BLU Auto Refresh trait value
9dc71d24b5,2026-07-24,D,lua,3,,,[lua] Add Mute additional effect to Eight of Cups
a2fb602f76,2026-07-24,D,tools,8,,,Use custom formatter for YAML files
ad331314a4,2026-07-24,D,lua+sql,4,,,Adjust several mob TP abilities
bfcbafe3f4,2026-07-24,D,cpp,17,,,Feed EntityId to Controller::Ability
d868a41b7b,2026-07-24,D,cpp,14,,,Tidy controllers style/const
0eae29dcfa,2026-07-25,D,cpp,3,,,Construct WeaponSkillState with EntityId
1692f07bf0,2026-07-25,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix elegy potency bug
16b2679e82,2026-07-25,D,cpp,3,,,Construct MobSkillState with EntityId
19ce7b6f7e,2026-07-25,D,cpp,3,,,Construct TriggerState with EntityId
24a49d2443,2026-07-25,D,cpp,18,,,Feed EntityId through Engage controller/state
31942963ad,2026-07-25,D,cpp,5,,,Remove SetTarget uint16 shim
34e7331aa9,2026-07-25,D,lua,1,,,Goblin Wolfman resistances
35b353d642,2026-07-25,D,cpp,5,,,Construct RangeState and MagicState with EntityId
385a46d671,2026-07-25,D,cpp,3,,,Construct ItemState with EntityId
3eaf824499,2026-07-25,D,cpp,8,,,Make m_targid private in states
55125a2fea,2026-07-25,C,lua,11,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,NM placeholder fixes and cleanup
6e46195a42,2026-07-25,D,cpp,18,,,Feed EntityId through the controllers
77f233bad1,2026-07-25,D,lua,1,,,[lua] dStat linear formula: Subtract out the floor for per stat rate
8ed324c9d1,2026-07-25,D,cpp,2,,,Allow construction of states with EntityId
987b397bf3,2026-07-25,D,cpp,4,,,Construct light states with EntityId
c1b81f9221,2026-07-25,D,lua,3,,,"[lua] 2k, 4k, 10k Needles Mobskill Param Adjustment"
c6e17543e4,2026-07-25,D,cpp,3,,,Construct PetSkillState with EntityId
cca7d1c2c8,2026-07-25,C,mod,2,conflict,does not apply cleanly onto 9e6f10c2fb,[lua][module] Correct module startup errors
d8fa900a5b,2026-07-25,D,cpp,2,,,Tidy AIContainer codestyle
e10af5a73e,2026-07-25,D,cpp,3,,,Construct AbilityState with EntityId
ed6d43eb50,2026-07-25,D,lua+sql,13,,,"[lua] [sql] Implement Vampiric Claws/Deae Gratia, crafted drain weapons"
115ec6340e,2026-07-26,D,lua,7,,,Gate shop items to Astral Candescence availability
39135f9532,2026-07-26,D,lua,96,skip-large,"96 files, structural",Make magic hit rate global function use a table of parameters
8ed822e48b,2026-07-26,D,sql,1,,,Adjust ready/lockout time of Hydra/Cerb/Vrtra
bd929bdd40,2026-07-26,A,cpp,38,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Resolve AI targets through EntityId to fix UAF (#10908)
d33f280918,2026-07-26,C,cpp+lua,4,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Free Phase Ordering / Prevent Rapid Shot on Throwing
ea6b9e66e3,2026-07-26,B,cpp,1,adopted,adopted with tweak: xi::StatusEffect::Hysteria -> EFFECT_HYSTERIA,[core] Interrupt petskills with sleep/stun/etc during completion
f3c6939e52,2026-07-26,D,lua+sql,5,,,Additiona TP move adjustments
09144b9a34,2026-07-27,D,cpp+lua+sql+tools,99,content-queued,see content_queue.csv; new_text_keys=21; applies_clean=no,Port Zone to YAML based enum
0c8ef218cf,2026-07-27,D,cpp,30,,,Core: Don't use exceptions in AI state regular usage
46bbc088c2,2026-07-27,D,cpp+lua,24,,,Port MusicSlot to YAML based enum
4ddb4cbe2d,2026-07-27,D,lua+sql,14,content-queued,see content_queue.csv; new_text_keys=22; applies_clean=no,ZM5 Audits
5d45a193bb,2026-07-27,D,sql,1,,,TP Ready/Lockout Adjustment for mobs of Uleguerand Range
6be8deed24,2026-07-27,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,TOAU Mob POS Fixes
74881e5f47,2026-07-27,D,cpp,1,,,Core: Update ErrorOr with Error/Success aliases
7b0c5c525f,2026-07-27,D,lua,332,skip-large,"332 files, structural",Audit fame values across all regions
7d202d40a1,2026-07-27,B,cpp,39,conflict,does not apply cleanly onto 9e6f10c2fb,"[core] Rename EntityId fields, deprecate GetBattleTargetID() (#10912)"
f92d0be26e,2026-07-27,D,lua+sql,17,,,ZM 6- 7 Audits
7388da5409,2026-07-28,C,lua,52,skip-large,"52 files, structural",Ranged mobskill fixes
987d8e5654,2026-07-28,D,cpp,1,,,[login] Clear justCreatedNewChar after character select (#10929)
c60908794b,2026-07-28,D,lua,2,,,Port StatRank to YAML
c97182c255,2026-07-28,C,lua+sql,2,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Mammet family ID
d5fb21c9cf,2026-07-28,D,tools,4,,,[codegen] Support multiple enums from one data file
d9517e28ba,2026-07-28,D,sql,1,,,Assign unspecified family to unimplemented mobs
ddc139efe5,2026-07-28,D,cpp+sql,5,,,Drop several unused detection and merge WS/JA
f0e7912c30,2026-07-28,D,other,1,,,[codegen] Validate data yamls during the build
1d78f2ae2d,2026-07-29,D,lua+sql,2,,,Adjust Promivion mob TP move ready/lockout time
1fcaed7d32,2026-07-29,C,cfg+cpp+lua+mod+sql+tools,13,conflict,does not apply cleanly onto 9e6f10c2fb,[lua][sql] Fixes fame system rank values and fame calcs
32431070b4,2026-07-29,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Can Cardians Cry Title Fix
3710b8cbf8,2026-07-29,D,cpp+tools,9,,,Generate the record loader instead of driving it by hand
3ef62b327b,2026-07-29,D,cpp+lua,5,,,Auto-generate off-mesh drop/step links in navmesh builder
93a8c7b931,2026-07-29,D,sql,2,,,Empty species true sound detection
a59baecea7,2026-07-29,C,mod,20,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Module Status Effects
ecb93a54e0,2026-07-29,D,lua+sql,18,content-queued,see content_queue.csv; new_text_keys=4; applies_clean=no,ZM8-13 Audits
083893e6bb,2026-07-30,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fomor Party Fixes
1c69f00f24,2026-07-30,D,lua+sql,4,,,NM Respawn Times pt. 2
36bbb4bbdd,2026-07-30,D,lua,5,,,Convert Subjob Quests to IF
38f0aea877,2026-07-30,C,lua+sql,8,conflict,does not apply cleanly onto 9e6f10c2fb,NM Spawn Window Fixes
3c009a5659,2026-07-30,C,lua,9,conflict,does not apply cleanly onto 9e6f10c2fb,Some NM Bug Fixes
4ed90e5492,2026-07-30,D,sql,1,,,TP Adjustments Leech/Fly/Antlion/Crawler/Coeurl
59a710d7eb,2026-07-30,D,tools,4,,,Generate all-optional structs for x-partial shapes
9dc9600b43,2026-07-30,C,cpp,9,conflict,does not apply cleanly onto 9e6f10c2fb,Fix packet bounds and size truncation in xi_search
c9f733a136,2026-07-30,D,cpp,21,,,Tidy xi_search codestyle
dac0dcc66f,2026-07-30,D,cpp,13,,,Return search entries by value in container
e391fd29d7,2026-07-30,D,cpp+lua+sql+tools,19,,,Replace mob_species_system with data/ecosystem.yaml
f713fb89bf,2026-07-30,D,cpp+lua,7,,,Expand CChar Fame structure
00739b7826,2026-07-31,D,cpp+sql+tools,13,,,[C++] Update Beastmen Influence formulation
7dd4152460,2026-07-31,D,cpp+lua,8,,,[lua][cpp] Adds price ranks for fame
9085a675b9,2026-07-31,D,lua,1,,,Add missing title to BLU AF1 Quest Beginnings
bd2c63fa60,2026-07-31,D,sql,1,,,Additional Content Tags pt. 3
e1c6d941f7,2026-07-31,D,mod,1,,,old nm respawn timers module
1710d47047,2026-08-01,D,sql,2,,,"Greater Pugil + Oztroja, Garlaige Aggro/Link"
1ebfb14e44,2026-08-01,D,lua,1,,,Sanction Bugfixes
23bac43bea,2026-08-01,C,lua,3,candidate,"applies cleanly, not yet built or reviewed",Promyvion Spire Door Fixes
4db0e55140,2026-08-01,D,lua,1,,,Add Event to JoL QM
5407136f6b,2026-08-01,D,other,2,,,"[docker,alpine] Use GCC for build"
7a20f9503b,2026-08-01,D,cpp+tools,46,skip-large,"46 files, structural",Replace schema POD codegen with C++ bindings
7e75aba38b,2026-08-01,D,sql,1,,,Remove Spells from Cancer
a69d81f6d8,2026-08-01,D,sql,1,,,More mob TP adjustments ready/lockout time
ce1d7c9900,2026-08-01,D,lua,1,,,Adjust Crimson-toothed Pawberry's Astral Flow behavior
d84de43aa8,2026-08-01,C,lua,3,content-queued,see content_queue.csv; new_text_keys=5; applies_clean=no,Fix Gration Ready time / Add Dried Up Fountain QM msg.
d9db64719f,2026-08-01,D,sql,2,,,"Meriphataud, Sauromugue aggro/link audit"
02f74b3497,2026-08-02,D,sql,1,,,Adjust missing NM tags on some AF NMs.
078ad4eb28,2026-08-02,D,lua,3,,,Convert Collect Tarut Cards to IF
51015a1239,2026-08-02,D,lua+sql,4,,,Adjust several TP abilities
581ef6b501,2026-08-02,D,mod,8,,,[sql][module] Merit module additions and reorganization
60ca150b0b,2026-08-02,D,lua,7,,,DRG Wyvern Mixin
7b52048fea,2026-08-02,C,lua,2,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Scattered into Shadow Fixes
8d43cd8963,2026-08-02,D,sql,2,,,Beadeax Crawlers Nest link/aggro
94112758ce,2026-08-02,D,cpp+lua,7,,,Core: Add navmesh filtering for specific zones
bc672de97c,2026-08-02,D,sql,1,,,[sql] Audit some synthesis content tags (651-700)
